,주소,급속충전기(대),완속충전기(대),지원차종
768,서울특별시 금천구 시흥동 시흥대로 165,2,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
769,서울특별시 금천구 독산동 152-1,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
770,서울특별시 금천구 가산디지털1로 33-33,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
771,서울특별시 금천구 범안로 17길 1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1103,서울특별시 노원구 공릉동 섬밭로 156,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1104,서울특별시 노원구 공릉동 91,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1105,서울특별시 노원구 공릉동 동일로175길 38,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1106,서울특별시 노원구 공릉동 동일로195길 39,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1107,서울특별시 노원구 공릉동 492-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1108,서울특별시 노원구 공릉동 공릉로 206,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1109,서울특별시 노원구 공릉동 공릉로27길 110,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1110,서울특별시 노원구 공릉동 화랑로51길 78,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1111,서울특별시 노원구 공릉동 섬밭로 139,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1112,서울특별시 노원구 상계동 701-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1113,서울특별시 노원구 상계동 700,1,4,"SM3 Z.E,테슬라"
1114,서울특별시 노원구 상계동 상계로7길 18,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1115,서울특별시 노원구 공릉동 670-20,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1116,서울특별시 노원구 공릉동 섬밭로 52,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1117,서울특별시 노원구 공릉동 공릉로 213,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1118,서울특별시 노원구 중계동 중계로 195,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1119,서울특별시 노원구 중계동 노원로22길 34,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1120,서울특별시 노원구 상계동 동일로250길 18,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1121,서울특별시 노원구 중계동 508,4,0,"SM3 Z.E,테슬라"
1122,서울특별시 노원구 공릉동 26-21,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1123,서울특별시 노원구 상계동 덕릉로 780,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1124,서울특별시 노원구 상계동 상계로5길 12,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1125,서울특별시 노원구 상계동 한글비석로52길 66,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1126,서울특별시 노원구 상계동 652,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1127,서울특별시 노원구 상계동 624,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1128,서울특별시 노원구 공릉동 172,3,0,"SM3 Z.E,테슬라"
1129,서울특별시 노원구 상계동 누원로 28,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1130,서울특별시 노원구 월계동 석계로13길 35,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1131,서울특별시 노원구 월계동 화랑로 355,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1132,서울특별시 노원구 월계동 초안산로 89,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1133,서울특별시 노원구 노원길 130,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1134,"서울특별시 노원구 노원로22길 71 (중계동, 건영3차아파트)",1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1135,"서울특별시 노원구 섬밭로 265 (중계동, 경남,롯데,상아아파트)",2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1136,서울특별시 노원구 중계동 중계로14나길 25,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1137,"서울특별시 노원구 덕릉로70가길 21 (상계동, 중계센트럴파크)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1138,서울특별시 노원구 중계동 덕릉로 613,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1139,서울특별시 노원구 중계동 덕릉로76길 29,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1140,서울특별시 노원구 한글비석로 15길 51,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1141,서울특별시 노원구 하계동 동일로207길 186,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1142,서울특별시 노원구 공릉동 215-4,1,0,"SM3 Z.E,테슬라"
1143,서울특별시 노원구 중계동 중계로8길 39,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1144,서울특별시 노원구 공릉동 화랑로51길 17,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1323,서울특별시 도봉구 방학동 720-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1324,서울특별시 도봉구 방학동 632-1,1,0,"SM3 Z.E,테슬라"
1325,"서울특별시 도봉구 도봉로 552 (창동, 도봉구민회관)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1326,"서울특별시 도봉구 마들로 656 (방학동, 도봉구청)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1327,서울특별시 도봉구 마들로 684-20,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1328,서울특별시 도봉구 마들로 735-8,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1329,서울특별시 도봉구 창동 노해로69길 103,2,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1330,서울특별시 도봉구 방학동 498-16,1,0,"SM3 Z.E,테슬라"
1331,서울특별시 도봉구 방학동 방학로 200,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1332,서울특별시 도봉구 방학동 방학로12길 53,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1333,서울특별시 도봉구 시루봉로 11길 25-8,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1334,서울특별시 도봉구 방학동 도봉로150바길 26,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1335,서울특별시 도봉구 방학동 도봉로150길 43,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1336,서울특별시 도봉구 방학동 해등로 286-5,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1337,서울특별시 도봉구 우이천로 367,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1338,서울특별시 도봉구 도봉동 도봉산길 35,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1339,"서울특별시 도봉구 시루봉로2길 62 (쌍문동, 쌍문미라보아파트)",0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1340,서울특별시 도봉구 쌍문동 우이천로30길 28,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1341,서울특별시 도봉구 시루봉로 58,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1342,서울특별시 도봉구 창동 462-2,1,0,"SM3 Z.E,테슬라"
1343,서울특별시 도봉구 창동 도봉로136길 111,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1344,서울특별시 도봉구 창동 도봉로 428,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1345,서울특별시 도봉구 창동 도봉로 642-30,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1346,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1347,서울특별시 도봉구 창동 마들로 551,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1348,"서울특별시 도봉구 노해로70길 126 (창동, 주공18단지아파트)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1349,서울특별시 도봉구 창동 노해로 403,2,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1350,서울특별시 도봉구 덕릉로 60길 164-13,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1351,서울특별시 도봉구 창동 덕릉로60바길 21,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1352,서울특별시 도봉구 쌍문동 388-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1353,서울특별시 도봉구 도봉로 678,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1354,서울특별시 도봉구 방학동 방학로11길 33,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1435,서울특별시 동대문구 답십리로 130,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1436,서울특별시 동대문구 답십리로 130,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1437,서울특별시 동대문구 휘경동 366,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1438,서울특별시 동대문구 답십리동 한천로37길 33,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1439,서울특별시 동대문구 휘경동 286-66,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1440,서울특별시 동대문구 휘경동 망우로20길 86,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1441,서울특별시 동대문구 이문동 한천로58길 47,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1442,서울특별시 동대문구 장안동 장안벚꽃로1길 7,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1443,서울특별시 동대문구 전농동 10,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1444,"서울특별시 동대문구 왕산로 214 (전농동, 청량리역,롯데백화점)",2,0,"SM3 Z.E,테슬라"
1445,서울특별시 동대문구 답십리동 80,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1446,서울특별시 null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1447,서울특별시 동대문구 휘경동 52,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1448,서울특별시 동대문구 휘경동 57,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1449,서울특별시 동대문구 답십리동 465-18,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1469,서울특별시 동작구 동작대로 19,1,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1470,서울특별시 동작구 대방동 여의대방로44길 9,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1471,서울특별시 동작구 대방동 67-1,1,0,"SM3 Z.E,테슬라"
1472,서울특별시 동작구 상도동 양녕로 287,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1473,서울특별시 동작구 신대방동 신대방1가길 38,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1474,서울특별시 동작구 대방동 상도로 53길 8,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1475,서울특별시 동작구 신대방동 보라매로5가길 16,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1476,서울특별시 동작구 상도동 301-132,1,0,"SM3 Z.E,테슬라"
1477,서울특별시 동작구 사당동 사당로27길 190,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1478,서울특별시 동작구 상도동 상도로60길 20,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1479,서울특별시 동작구 상도동 등용로 37,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1480,서울특별시 동작구 상도동 장승배기로 11,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1481,서울특별시 동작구 대방동 345-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1482,서울특별시 동작구 신대방동 여의대방로10길 100,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1483,서울특별시 동작구 신대방동 여의대방로 28,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1484,서울특별시 동작구 동작동 동작대로39길 22,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1485,서울특별시 동작구 흑석동 흑석한강로 2,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1486,서울특별시 동작구 상도동 상도로 346-2,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1504,서울특별시 마포구 용강동 토정로31길 24,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1505,"서울특별시 마포구 만리재로 36 (신공덕동, 공덕 아이파크)",0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1506,서울특별시 마포구 연남동 동교로39길 11,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1507,서울특별시 마포구 용강동 토정로31길 23,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1508,서울특별시 마포구 상수동 독막로20나길 22,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1509,서울특별시 마포구 상수동 독막로20나길 21,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1510,서울특별시 마포구 공덕동 마포대로 109,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1511,서울특별시 마포구 용강동 마포대로1길 21,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1512,서울특별시 마포구 도화동 삼개로 38,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1513,서울특별시 마포구 아현동 마포대로 195,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1514,서울특별시 마포구 아현동 마포대로 195,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1515,서울특별시 마포구 아현동 마포대로 195,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1516,서울특별시 마포구 아현동 마포대로 195,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1517,서울특별시 마포구 토정로37길 38,2,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1518,서울특별시 마포구 대흥동 804,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1519,서울특별시 마포구 성산동 275-3,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1520,서울특별시 마포구 아현동 738,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1521,서울특별시 마포구 합정동 473,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1522,"서울특별시 마포구 월드컵로1길 14 (합정동, 마포 한강 푸르지오)",0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
1523,서울특별시 마포구 양화로 45,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1524,서울특별시 마포구 신공덕동 백범로 230,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1525,서울특별시 마포구 성산동 531,7,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1526,서울특별시 마포구 상암동 월드컵로 338,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1527,서울특별시 마포구 공덕동 105-1,1,0,"SM3 Z.E,테슬라"
1528,서울특별시 마포구 공덕동 168,1,0,"SM3 Z.E,테슬라"
1529,서울특별시 마포구 도화동 큰우물로 75,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1530,서울특별시 마포구 신공덕동 만리재로 60,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1531,서울특별시 마포구 노고산동 1-3,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1532,서울특별시 마포구 마포동 마포대로 6,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1533,서울특별시 마포구 합정동 55-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1534,서울특별시 마포구 창전동 서강로 95,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
1535,서울특별시 마포구 토정동 토정로32길 11,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2101,서울특별시 서대문구 북가좌동 481,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2102,서울특별시 서대문구 남가좌동 388,0,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2103,서울특별시 서대문구 북가좌동 458,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2104,서울특별시 서대문구 남가좌동 377,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2105,서울특별시 서대문구 냉천동 261,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2106,서울특별시 서대문구 홍제동 453-1,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2107,서울특별시 서대문구 홍제동 38-69,3,0,"SM3 Z.E,테슬라"
2108,서울특별시 서대문구 신촌동 134,3,0,"SM3 Z.E,테슬라"
2109,서울특별시 서대문구 신촌동 134,2,0,"SM3 Z.E,테슬라"
2110,서울특별시 서대문구 연희동 739,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2111,서울특별시 서대문구 연희동 736,1,0,"SM3 Z.E,테슬라"
2112,"서울특별시 서대문구 연희로32길 48 (연희동, 연희동성원아파트)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2113,서울특별시 서대문구 홍제동 469,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2114,서울특별시 서대문구 홍은동 11-23,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2135,서울특별시 서초구 우면동 788,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2136,서울특별시 서초구 우면동 368-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2137,서울특별시 서초구 서초동 1355,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2138,서울특별시 서초구 양재동 399,1,0,"SM3 Z.E,테슬라"
2139,서울특별시 서초구 반포동 산 94-1,2,0,"SM3 Z.E,테슬라"
2140,서울특별시 서초구 우면동 763,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2141,서울특별시 서초구 염곡동 300-9,2,0,"SM3 Z.E,테슬라"
2142,서울특별시 서초구 양재동 370-5,1,0,"SM3 Z.E,테슬라"
2143,서울특별시 서초구 서초동 1642-34,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2144,서울특별시 서초구 서초동 1301-6,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2145,서울특별시 서초구 방배동 754-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2146,서울특별시 서초구 방배동 755-14,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
2147,서울특별시 서초구 반포동 730-2,1,0,"SM3 Z.E,테슬라"
2148,서울특별시 서초구 반포동 30-26,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
