,기준년도,사용본거지시읍면동_행정동기준,차명,연료
104812,2022,서울특별시 동대문구 장안2동,다니고밴,전기
104813,2022,서울특별시 동대문구 전농1동,Model S 100D,전기
104814,2022,서울특별시 동대문구 전농1동,CHEVROLET BOLT EV,전기
104815,2022,서울특별시 영등포구 여의동,코나 일렉트릭 (KONA ELECTRIC,전기
104816,2022,서울특별시 영등포구 여의동,코나 일렉트릭 (KONA ELECTRIC,전기
104817,2022,서울특별시 영등포구 여의동,코나 일렉트릭 (KONA ELECTRIC,전기
104818,2022,서울특별시 영등포구 여의동,아이오닉5 (IONIQ5),전기
104819,2022,서울특별시 영등포구 여의동,Model 3 Long Range,전기
104820,2022,서울특별시 영등포구 여의동,EV6,전기
104821,2022,서울특별시 영등포구 여의동,아이오닉5 (IONIQ5),전기
104822,2022,서울특별시 영등포구 여의동,GV60,전기
104823,2022,서울특별시 영등포구 여의동,아이오닉 일렉트릭(IONIQ ELEC,전기
104824,2022,서울특별시 영등포구 여의동,Model 3 Long Range,전기
104825,2022,서울특별시 동대문구 전농1동,CHEVROLET BOLT EV,전기
104826,2022,서울특별시 동대문구 전농1동,봉고Ⅲ 1톤 EV,전기
104827,2022,서울특별시 동대문구 전농2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104828,2022,서울특별시 영등포구 여의동,Model 3 Long Range,전기
104829,2022,서울특별시 영등포구 여의동,쏘울 EV,전기
104830,2022,서울특별시 영등포구 여의동,다니고3,전기
104831,2022,서울특별시 영등포구 여의동,다니고3,전기
104832,2022,서울특별시 영등포구 여의동,다니고3,전기
104833,2022,서울특별시 영등포구 여의동,D2C,전기
104834,2022,서울특별시 영등포구 여의동,D2C,전기
104835,2022,서울특별시 영등포구 여의동,D2C,전기
104836,2022,서울특별시 영등포구 여의동,D2C,전기
104837,2022,서울특별시 영등포구 여의동,D2C,전기
104838,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104839,2022,서울특별시 영등포구 여의동,봉고Ⅲ 1톤 EV,전기
104840,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104841,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104842,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104843,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104844,2022,서울특별시 동대문구 전농2동,Model 3 Long Range,전기
104845,2022,서울특별시 동대문구 전농2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104846,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104847,2022,서울특별시 영등포구 여의동,D2C,전기
104848,2022,서울특별시 영등포구 여의동,D2C,전기
104849,2022,서울특별시 영등포구 여의동,다니고3,전기
104850,2022,서울특별시 영등포구 여의동,D2C,전기
104851,2022,서울특별시 영등포구 여의동,다니고3,전기
104852,2022,서울특별시 영등포구 여의동,다니고3,전기
104853,2022,서울특별시 영등포구 여의동,다니고3,전기
104854,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104855,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104856,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104857,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104858,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104859,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104860,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104861,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104862,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104863,2022,서울특별시 영등포구 여의동,마스타(MASTA)VAN,전기
104864,2022,서울특별시 영등포구 여의동,다니고3,전기
104865,2022,서울특별시 영등포구 여의동,다니고3,전기
104866,2022,서울특별시 영등포구 여의동,다니고3,전기
104867,2022,서울특별시 영등포구 여의동,다니고3,전기
104868,2022,서울특별시 동대문구 제기동,아이오닉5 (IONIQ5),전기
104869,2022,서울특별시 동대문구 제기동,봉고Ⅲ 1톤 EV,전기
104870,2022,서울특별시 영등포구 여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104871,2022,서울특별시 영등포구 여의동,봉고Ⅲ 1톤 EV,전기
104872,2022,서울특별시 영등포구 여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104873,2022,서울특별시 영등포구 여의동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104874,2022,서울특별시 영등포구 여의동,봉고Ⅲ 1톤 EV,전기
104875,2022,서울특별시 동대문구 휘경1동,Model Y Long Range,전기
104876,2022,서울특별시 동대문구 휘경1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104877,2022,서울특별시 영등포구 영등포동,Model Y Standard Range,전기
104878,2022,서울특별시 영등포구 영등포동,Model S 100D,전기
104879,2022,서울특별시 영등포구 영등포동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104880,2022,서울특별시 동대문구 휘경2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104881,2022,서울특별시 동대문구 휘경2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104882,2022,서울특별시 동대문구 휘경2동,봉고Ⅲ 1톤 EV,전기
104883,2022,서울특별시 동작구 노량진1동,쏘울 EV,전기
104884,2022,서울특별시 영등포구 영등포본동,CHEVROLET BOLT EV,전기
104885,2022,서울특별시 영등포구 영등포본동,EV6,전기
104886,2022,서울특별시 영등포구 영등포본동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104887,2022,서울특별시 동작구 노량진1동,BMW i3 120Ah SOL plus,전기
104888,2022,서울특별시 동작구 노량진1동,Model S 90D,전기
104889,2022,서울특별시 용산구 남영동,Model 3 Standard Range Plus ,전기
104890,2022,서울특별시 동작구 노량진1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104891,2022,서울특별시 동작구 노량진2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104892,2022,서울특별시 용산구 보광동,TWIZY,전기
104893,2022,서울특별시 용산구 보광동,TWIZY,전기
104894,2022,서울특별시 용산구 서빙고동,CHEVROLET BOLT EV,전기
104895,2022,서울특별시 용산구 서빙고동,BMW i3,전기
104896,2022,서울특별시 용산구 서빙고동,봉고Ⅲ 1톤 EV,전기
104897,2022,서울특별시 동작구 대방동,TWIZY,전기
104898,2022,서울특별시 동작구 대방동,e-tron 55 quattro,전기
104899,2022,서울특별시 동작구 대방동,Model Y Long Range,전기
104900,2022,서울특별시 용산구 용문동,EV6,전기
104901,2022,서울특별시 용산구 용산2가동,Model Y Standard Range,전기
104902,2022,서울특별시 용산구 용산2가동,Model 3 Long Range,전기
104903,2022,서울특별시 용산구 원효로1동,Model 3 Long Range,전기
104904,2022,서울특별시 동작구 대방동,봉고Ⅲ 1톤 EV,전기
104905,2022,서울특별시 동작구 사당1동,니로 EV,전기
104906,2022,서울특별시 동작구 사당1동,아이오닉 일렉트릭(IONIQ ELEC,전기
104907,2022,서울특별시 용산구 원효로1동,Model Y Long Range,전기
104908,2022,서울특별시 용산구 원효로1동,쏘울 전기차,전기
104909,2022,서울특별시 용산구 원효로1동,Model 3 Long Range,전기
104910,2022,서울특별시 용산구 원효로1동,봉고Ⅲ 1톤 EV,전기
104911,2022,서울특별시 동작구 사당2동,Model 3 Standard Range Plus ,전기
104912,2022,서울특별시 동작구 사당2동,니로 EV,전기
104913,2022,서울특별시 용산구 원효로2동,Model 3 Long Range,전기
104914,2022,서울특별시 용산구 원효로2동,TWIZY,전기
104915,2022,서울특별시 용산구 원효로2동,Model 3 Long Range,전기
104916,2022,서울특별시 동작구 사당2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104917,2022,서울특별시 동작구 사당2동,코나 일렉트릭 (KONA ELECTRIC,전기
104918,2022,서울특별시 동작구 사당2동,아이오닉5 (IONIQ5),전기
104919,2022,서울특별시 동작구 사당2동,TWIZY,전기
104920,2022,서울특별시 용산구 원효로2동,TWIZY,전기
104921,2022,서울특별시 용산구 이촌1동,타이칸 4S (High. 5인승),전기
104922,2022,서울특별시 용산구 이촌1동,Model 3 Long Range,전기
104923,2022,서울특별시 동작구 사당2동,봉고Ⅲ 1톤 EV,전기
104924,2022,서울특별시 동작구 사당3동,아이오닉5 (IONIQ5),전기
104925,2022,서울특별시 용산구 이촌1동,타이칸 4S (High. 5인승),전기
104926,2022,서울특별시 용산구 이촌1동,CHEVROLET BOLT EV,전기
104927,2022,서울특별시 용산구 이촌1동,타이칸 4S (High. 5인승),전기
104928,2022,서울특별시 동작구 사당4동,코나 일렉트릭 (KONA ELECTRIC,전기
104929,2022,서울특별시 동작구 사당4동,Model 3 Long Range,전기
104930,2022,서울특별시 용산구 이촌1동,코나 일렉트릭 (KONA ELECTRIC,전기
104931,2022,서울특별시 용산구 이촌1동,타이칸 4S (High),전기
104932,2022,서울특별시 동작구 사당4동,니로 EV,전기
104933,2022,서울특별시 용산구 이촌1동,타이칸 4S (High. 5인승),전기
104934,2022,서울특별시 용산구 이촌1동,타이칸 4S ,전기
104935,2022,서울특별시 용산구 이촌1동,Model 3 Long Range,전기
104936,2022,서울특별시 용산구 이촌1동,타이칸 4S (5인승),전기
104937,2022,서울특별시 용산구 이촌1동,타이칸 터보 (5인승),전기
104938,2022,서울특별시 동작구 상도동,Model Y Long Range,전기
104939,2022,서울특별시 동작구 상도동,아이오닉 일렉트릭(IONIQ ELEC,전기
104940,2022,서울특별시 용산구 이촌1동,Model Y Long Range,전기
104941,2022,서울특별시 용산구 이촌1동,타이칸 (High. 5인승),전기
104942,2022,서울특별시 용산구 이촌1동,타이칸 4S,전기
104943,2022,서울특별시 용산구 이촌1동,타이칸 터보,전기
104944,2022,서울특별시 용산구 이촌2동,Model X 75D,전기
104945,2022,서울특별시 용산구 이촌2동,타이칸 터보 (5인승),전기
104946,2022,서울특별시 용산구 이촌2동,타이칸 (High. 5인승),전기
104947,2022,서울특별시 용산구 이촌2동,타이칸 4S (High. 5인승),전기
104948,2022,서울특별시 용산구 이촌2동,타이칸 4S (High),전기
104949,2022,서울특별시 용산구 이태원1동,아이오닉 일렉트릭(IONIQ ELEC,전기
104950,2022,서울특별시 용산구 이태원1동,니로 EV,전기
104951,2022,서울특별시 용산구 이태원1동,G80,전기
104952,2022,서울특별시 용산구 이태원1동,Model Y Standard Range,전기
104953,2022,서울특별시 용산구 이태원1동,아이오닉 일렉트릭(IONIQ ELEC,전기
104954,2022,서울특별시 용산구 이태원1동,Model 3 Long Range,전기
104955,2022,서울특별시 동작구 상도동,쏘울 EV,전기
104956,2022,서울특별시 용산구 청파동,Model 3 Long Range,전기
104957,2022,서울특별시 용산구 청파동,다니고밴,전기
104958,2022,서울특별시 용산구 한강로동,니로 EV,전기
104959,2022,서울특별시 용산구 한강로동,G80,전기
104960,2022,서울특별시 용산구 한강로동,Model Y Long Range,전기
104961,2022,서울특별시 용산구 한강로동,EV6,전기
104962,2022,서울특별시 용산구 한강로동,Model 3 Long Range,전기
104963,2022,서울특별시 용산구 한강로동,아이오닉5(IONIQ5),전기
104964,2022,서울특별시 용산구 한강로동,Model 3 Long Range,전기
104965,2022,서울특별시 용산구 한강로동,Model 3 Long Range,전기
104966,2022,서울특별시 용산구 한남동,Model 3 Standard Range Plus ,전기
104967,2022,서울특별시 용산구 한남동,Model 3 Long Range,전기
104968,2022,서울특별시 용산구 한남동,코나 일렉트릭 (KONA ELECTRIC,전기
104969,2022,서울특별시 용산구 한남동,코나 일렉트릭 (KONA ELECTRIC,전기
104970,2022,서울특별시 용산구 한남동,타이칸 터보 S,전기
104971,2022,서울특별시 용산구 한남동,e-tron 55 quattro,전기
104972,2022,서울특별시 용산구 한남동,Model Y Performance,전기
104973,2022,서울특별시 용산구 한남동,TWIZY,전기
104974,2022,서울특별시 용산구 한남동,D2P,전기
104975,2022,서울특별시 용산구 후암동,쏘울 EV,전기
104976,2022,서울특별시 용산구 후암동,아이오닉5 (IONIQ5),전기
104977,2022,서울특별시 용산구 후암동,봉고Ⅲ 1톤 EV,전기
104978,2022,서울특별시 은평구 갈현1동,EV6,전기
104979,2022,서울특별시 은평구 갈현1동,봉고Ⅲ 1톤 EV,전기
104980,2022,서울특별시 은평구 갈현2동,니로 EV,전기
104981,2022,서울특별시 은평구 갈현2동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104982,2022,서울특별시 은평구 구산동,레이 전기차,전기
104983,2022,서울특별시 은평구 구산동,니로 EV,전기
104984,2022,서울특별시 은평구 구산동,봉고Ⅲ 1톤 EV,전기
104985,2022,서울특별시 은평구 녹번동,니로 EV,전기
104986,2022,서울특별시 은평구 녹번동,아이오닉 일렉트릭(IONIQ ELEC,전기
104987,2022,서울특별시 은평구 녹번동,Model Y Long Range,전기
104988,2022,서울특별시 은평구 녹번동,TWIZY,전기
104989,2022,서울특별시 은평구 녹번동,봉고Ⅲ 1톤 EV,전기
104990,2022,서울특별시 은평구 불광1동,EV6,전기
104991,2022,서울특별시 은평구 불광1동,SM3 Z.E.,전기
104992,2022,서울특별시 은평구 불광1동,Model 3 Long Range,전기
104993,2022,서울특별시 은평구 불광1동,타이칸 터보 S (5인승),전기
104994,2022,서울특별시 은평구 불광1동,SMART EV Z,전기
104995,2022,서울특별시 은평구 불광1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
104996,2022,서울특별시 은평구 불광2동,아이오닉 일렉트릭(IONIQ ELEC,전기
104997,2022,서울특별시 은평구 수색동,Model 3 Long Range,전기
104998,2022,서울특별시 은평구 신사1동,EV6,전기
104999,2022,서울특별시 은평구 신사1동,니로 EV,전기
105000,2022,서울특별시 은평구 신사1동,니로 EV,전기
105001,2022,서울특별시 은평구 신사2동,CEVO-C,전기
105002,2022,서울특별시 은평구 신사2동,코나 일렉트릭 (KONA ELECTRIC,전기
105003,2022,서울특별시 은평구 신사2동,니로 EV,전기
105004,2022,서울특별시 은평구 신사2동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105005,2022,서울특별시 은평구 역촌동,코나 일렉트릭 (KONA ELECTRIC,전기
105006,2022,서울특별시 은평구 역촌동,Model Y Long Range,전기
105007,2022,서울특별시 은평구 역촌동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105008,2022,서울특별시 은평구 역촌동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105009,2022,서울특별시 은평구 응암1동,Model Y Standard Range,전기
105010,2022,서울특별시 은평구 응암1동,Model Y Long Range,전기
105011,2022,서울특별시 은평구 응암1동,GV60,전기
105012,2022,서울특별시 은평구 응암1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105013,2022,서울특별시 은평구 응암2동,Model Y Long Range,전기
105014,2022,서울특별시 은평구 응암2동,Model Y Long Range,전기
105015,2022,서울특별시 은평구 응암2동,Model 3 Long Range,전기
105016,2022,서울특별시 은평구 응암2동,봉고Ⅲ EV 저상형내장차,전기
105017,2022,서울특별시 은평구 응암3동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105018,2022,서울특별시 은평구 증산동,아이오닉5 (IONIQ5),전기
105019,2022,서울특별시 은평구 증산동,봉고Ⅲ 1톤 EV,전기
105020,2022,서울특별시 은평구 진관동,니로 EV,전기
105021,2022,서울특별시 은평구 진관동,아이오닉5 (IONIQ5),전기
105022,2022,서울특별시 은평구 진관동,Model S 90D,전기
105023,2022,서울특별시 은평구 진관동,Model 3 Standard Range Plus ,전기
105024,2022,서울특별시 은평구 진관동,Model 3 Long Range,전기
105025,2022,서울특별시 은평구 진관동,Model Y Standard Range,전기
105026,2022,서울특별시 은평구 진관동,아이오닉 일렉트릭(IONIQ ELEC,전기
105027,2022,서울특별시 은평구 진관동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105028,2022,서울특별시 은평구 진관동,코나 일렉트릭 (KONA ELECTRIC,전기
105029,2022,서울특별시 은평구 진관동,코나 일렉트릭 (KONA ELECTRIC,전기
105030,2022,서울특별시 은평구 진관동,니로 EV,전기
105031,2022,서울특별시 은평구 진관동,코나 일렉트릭 (KONA ELECTRIC,전기
105032,2022,서울특별시 은평구 진관동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105033,2022,서울특별시 종로구 가회동,코나 일렉트릭 (KONA ELECTRIC,전기
105034,2022,서울특별시 종로구 가회동,Model 3 Long Range,전기
105035,2022,서울특별시 종로구 교남동,Model Y Standard Range,전기
105036,2022,서울특별시 종로구 교남동,봉고Ⅲ 1톤 EV,전기
105037,2022,서울특별시 종로구 무악동,니로 EV,전기
105038,2022,서울특별시 종로구 무악동,Model Y Long Range,전기
105039,2022,서울특별시 종로구 무악동,니로 EV,전기
105040,2022,서울특별시 종로구 부암동,Model 3 Long Range,전기
105041,2022,서울특별시 종로구 사직동,니로 EV,전기
105042,2022,서울특별시 종로구 사직동,니로 EV,전기
105043,2022,서울특별시 종로구 사직동,니로 EV,전기
105044,2022,서울특별시 종로구 사직동,니로 EV,전기
105045,2022,서울특별시 종로구 사직동,타이칸 (High),전기
105046,2022,서울특별시 종로구 사직동,타이칸 4S (5인승),전기
105047,2022,서울특별시 종로구 사직동,나눔순찰차,전기
105048,2022,서울특별시 종로구 삼청동,Model 3 Long Range,전기
105049,2022,서울특별시 종로구 숭인1동,아이오닉5 (IONIQ5),전기
105050,2022,서울특별시 종로구 이화동,아이오닉 일렉트릭(IONIQ ELEC,전기
105051,2022,서울특별시 종로구 이화동,Model S 100D,전기
105052,2022,서울특별시 종로구 종로1.2.3.4가동,니로 EV,전기
105053,2022,서울특별시 종로구 종로1.2.3.4가동,니로 EV,전기
105054,2022,서울특별시 종로구 종로1.2.3.4가동,쏘울 EV,전기
105055,2022,서울특별시 종로구 종로1.2.3.4가동,CHEVROLET BOLT EV,전기
105056,2022,서울특별시 종로구 종로1.2.3.4가동,코나 일렉트릭 (KONA ELECTRIC,전기
105057,2022,서울특별시 종로구 종로1.2.3.4가동,쏘울 EV,전기
105058,2022,서울특별시 종로구 종로1.2.3.4가동,봉고Ⅲ 1톤 EV,전기
105059,2022,서울특별시 종로구 청운효자동,아이오닉 일렉트릭(IONIQ ELEC,전기
105060,2022,서울특별시 종로구 청운효자동,아이오닉 일렉트릭(IONIQ ELEC,전기
105061,2022,서울특별시 종로구 청운효자동,Model Y Long Range,전기
105062,2022,서울특별시 종로구 평창동,e-tron 50 quattro,전기
105063,2022,서울특별시 종로구 평창동,Model 3 Performance,전기
105064,2022,서울특별시 종로구 평창동,아이오닉5 (IONIQ5),전기
105065,2022,서울특별시 종로구 혜화동,아이오닉 일렉트릭(IONIQ ELEC,전기
105066,2022,서울특별시 종로구 혜화동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105067,2022,서울특별시 중구 광희동,아이오닉 일렉트릭(IONIQ ELEC,전기
105068,2022,서울특별시 중구 광희동,타이칸,전기
105069,2022,서울특별시 중구 다산동,CEVO-C,전기
105070,2022,서울특별시 중구 다산동,니로 EV,전기
105071,2022,서울특별시 중구 동화동,Model 3 Long Range,전기
105072,2022,서울특별시 중구 명동,아이오닉 일렉트릭(IONIQ ELEC,전기
105073,2022,서울특별시 중구 명동,니로 EV,전기
105074,2022,서울특별시 중구 명동,BMW iX3 M Sport,전기
105075,2022,서울특별시 중구 명동,아이오닉 일렉트릭(IONIQ ELEC,전기
105076,2022,서울특별시 중구 명동,Model 3 Long Range,전기
105077,2022,서울특별시 중구 명동,니로 EV,전기
105078,2022,서울특별시 중구 명동,아이오닉 일렉트릭(IONIQ ELEC,전기
105079,2022,서울특별시 중구 명동,아이오닉5 (IONIQ5),전기
105080,2022,서울특별시 중구 명동,니로 EV,전기
105081,2022,서울특별시 중구 명동,아이오닉5(IONIQ5),전기
105082,2022,서울특별시 중구 명동,레이 전기차,전기
105083,2022,서울특별시 중구 명동,Peugeot e-2008 SUV,전기
105084,2022,서울특별시 중구 명동,G80,전기
105085,2022,서울특별시 중구 명동,타이칸 4S (High. 5인승),전기
105086,2022,서울특별시 중구 명동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105087,2022,서울특별시 중구 소공동,Model Y Standard Range,전기
105088,2022,서울특별시 중구 소공동,G80,전기
105089,2022,서울특별시 중구 소공동,Model 3 Long Range,전기
105090,2022,서울특별시 중구 소공동,BMW i3 120Ah,전기
105091,2022,서울특별시 중구 소공동,TWIZY,전기
105092,2022,서울특별시 중구 소공동,Model 3 Standard Range Plus ,전기
105093,2022,서울특별시 중구 소공동,Model 3 Long Range,전기
105094,2022,서울특별시 중구 소공동,Model 3 Standard Range Plus ,전기
105095,2022,서울특별시 중구 소공동,Model 3 Standard Range Plus ,전기
105096,2022,서울특별시 중구 소공동,Model 3 Long Range,전기
105097,2022,서울특별시 중구 소공동,Model 3 Standard Range Plus ,전기
105098,2022,서울특별시 중구 소공동,Model 3 Long Range,전기
105099,2022,서울특별시 중구 소공동,Model 3 Long Range,전기
105100,2022,서울특별시 중구 소공동,Model 3 Long Range,전기
105101,2022,서울특별시 중구 소공동,Model 3 Standard Range Plus ,전기
105102,2022,서울특별시 중구 소공동,Model Y Long Range,전기
105103,2022,서울특별시 중구 소공동,Model Y Long Range,전기
105104,2022,서울특별시 중구 소공동,봉고Ⅲ 1톤 EV,전기
105105,2022,서울특별시 중구 소공동,봉고Ⅲ 1톤 EV,전기
105106,2022,서울특별시 중구 신당5동,BMW i3,전기
105107,2022,서울특별시 중구 신당5동,봉고Ⅲ 1톤 EV,전기
105108,2022,서울특별시 중구 신당동,CHEVROLET BOLT EV,전기
105109,2022,서울특별시 중구 신당동,아이오닉5 (IONIQ5),전기
105110,2022,서울특별시 중구 신당동,TWIZY,전기
105111,2022,서울특별시 중구 약수동,아이오닉5(IONIQ5),전기
105112,2022,서울특별시 중구 약수동,BMW i3 94Ah,전기
105113,2022,서울특별시 중구 약수동,니로 EV,전기
105114,2022,서울특별시 중구 약수동,아이오닉 일렉트릭(IONIQ ELEC,전기
105115,2022,서울특별시 중구 약수동,Model 3 Performance,전기
105116,2022,서울특별시 중구 을지로동,Model X 100D,전기
105117,2022,서울특별시 중구 장충동,코나 일렉트릭 (KONA ELECTRIC,전기
105118,2022,서울특별시 중구 장충동,아이오닉 일렉트릭(IONIQ ELEC,전기
105119,2022,서울특별시 중구 장충동,스파크 EV,전기
105120,2022,서울특별시 중구 중림동,Model 3 Long Range,전기
105121,2022,서울특별시 중구 중림동,쏘울 EV,전기
105122,2022,서울특별시 중구 청구동,쏘울 전기차,전기
105123,2022,서울특별시 중구 청구동,봉고Ⅲ 1톤 EV,전기
105124,2022,서울특별시 중구 필동,아이오닉 일렉트릭(IONIQ ELEC,전기
105125,2022,서울특별시 중구 필동,Mercedes-Benz EQA250,전기
105126,2022,서울특별시 중구 황학동,Model S Long Range,전기
105127,2022,서울특별시 중구 황학동,Model Y Standard Range,전기
105128,2022,서울특별시 중구 황학동,아이오닉5 (IONIQ5),전기
105129,2022,서울특별시 중구 회현동,벤츠 EQC 400 4MATIC,전기
105130,2022,서울특별시 중구 회현동,벤츠 EQC 400 4MATIC,전기
105131,2022,서울특별시 중구 회현동,BMW iX xDrive40,전기
105132,2022,서울특별시 중구 회현동,마이브 M1,전기
105133,2022,서울특별시 중구 회현동,EV6,전기
105134,2022,서울특별시 중구 회현동,벤츠 EQC 400 4MATIC,전기
105135,2022,서울특별시 중구 회현동,D2C,전기
105136,2022,서울특별시 중랑구 망우3동,Model S 100D,전기
105137,2022,서울특별시 중랑구 망우3동,코나 일렉트릭 (KONA ELECTRIC,전기
105138,2022,서울특별시 중랑구 망우3동,아이오닉5 (IONIQ5),전기
105139,2022,서울특별시 중랑구 망우3동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105140,2022,서울특별시 중랑구 망우본동,아이오닉5 (IONIQ5),전기
105141,2022,서울특별시 중랑구 망우본동,니로 EV,전기
105142,2022,서울특별시 중랑구 망우본동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105143,2022,서울특별시 중랑구 면목2동,CHEVROLET BOLT EV,전기
105144,2022,서울특별시 중랑구 면목2동,코나 일렉트릭 (KONA ELECTRIC,전기
105145,2022,서울특별시 중랑구 면목2동,코나 일렉트릭 (KONA ELECTRIC,전기
105146,2022,서울특별시 중랑구 면목2동,HYPERS11L,전기
105147,2022,서울특별시 중랑구 면목2동,HYPERS1611,전기
105148,2022,서울특별시 중랑구 면목3.8동,니로 EV,전기
105149,2022,서울특별시 중랑구 면목4동,아이오닉5 (IONIQ5),전기
105150,2022,서울특별시 중랑구 면목4동,니로 EV,전기
105151,2022,서울특별시 중랑구 면목4동,Peugeot e-2008 SUV,전기
105152,2022,서울특별시 중랑구 면목4동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105153,2022,서울특별시 중랑구 면목5동,Model 3 Long Range,전기
105154,2022,서울특별시 중랑구 면목5동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105155,2022,서울특별시 중랑구 면목7동,니로 EV,전기
105156,2022,서울특별시 중랑구 면목본동,Model 3 Long Range,전기
105157,2022,서울특별시 중랑구 면목본동,쏘울 전기차,전기
105158,2022,서울특별시 중랑구 면목본동,니로 EV,전기
105159,2022,서울특별시 중랑구 면목본동,봉고Ⅲ 1톤 EV,전기
105160,2022,서울특별시 중랑구 묵1동,TWIZY,전기
105161,2022,서울특별시 중랑구 묵1동,니로 EV,전기
105162,2022,서울특별시 중랑구 묵2동,봉고Ⅲ EV 플러스내장차,전기
105163,2022,서울특별시 중랑구 상봉1동,Model 3 Long Range,전기
105164,2022,서울특별시 중랑구 상봉1동,니로 EV,전기
105165,2022,서울특별시 중랑구 상봉1동,봉고Ⅲ 1톤 EV,전기
105166,2022,서울특별시 중랑구 상봉2동,Peugeot e-208,전기
105167,2022,서울특별시 중랑구 상봉2동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105168,2022,서울특별시 중랑구 신내1동,CHEVROLET BOLT EV,전기
105169,2022,서울특별시 중랑구 신내1동,쏘울 전기차,전기
105170,2022,서울특별시 중랑구 신내1동,아이오닉5 (IONIQ5),전기
105171,2022,서울특별시 중랑구 신내1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105172,2022,서울특별시 중랑구 신내1동,아이오닉5 (IONIQ5),전기
105173,2022,서울특별시 중랑구 신내1동,HYPERS1611,전기
105174,2022,서울특별시 중랑구 신내2동,아이오닉 일렉트릭(IONIQ ELEC,전기
105175,2022,서울특별시 중랑구 신내2동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105176,2022,서울특별시 중랑구 중화1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105177,2022,서울특별시 중랑구 중화2동,Model Y Long Range,전기
105178,2022,서울특별시 중랑구 중화2동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
105179,2022,서울특별시 강남구 개포동,e-tron Sportback 55 quattro,전기
105180,2022,서울특별시 강남구 개포동,봉고Ⅲ 1톤 EV,전기
105181,2022,서울특별시 강남구 개포동,Model Y Long Range,전기
105182,2022,서울특별시 강남구 개포동,니로 EV,전기
105183,2022,서울특별시 강남구 개포동,Model 3 Long Range,전기
105184,2022,서울특별시 강남구 개포동,TWIZY,전기
105185,2022,서울특별시 강남구 개포동,Model 3 Standard Range Plus ,전기
105186,2022,서울특별시 강남구 개포동,Model Y Long Range,전기
105187,2022,서울특별시 강남구 개포동,TWIZY,전기
105188,2022,서울특별시 강남구 개포동,니로 EV,전기
105189,2022,서울특별시 강남구 개포동,Model X Long Range,전기
105190,2022,서울특별시 강남구 개포동,Model 3 Standard Range Plus ,전기
105191,2022,서울특별시 강남구 개포동,Model 3 Long Range,전기
105192,2022,서울특별시 강남구 개포동,타이칸 4S (5인승),전기
