,기준년도,사용본거지시읍면동_행정동기준,차명,연료
99865,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99866,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99867,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99868,2022,서울특별시 서초구 방배본동,벤츠 EQC 400 4MATIC,전기
99869,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99870,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99871,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99872,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99873,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99874,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99875,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99876,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99877,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99878,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99879,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99880,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99881,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99882,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99883,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99884,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99885,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99886,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99887,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99888,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99889,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99890,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99891,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99892,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99893,2022,서울특별시 서초구 방배본동,Model 3 Long Range,전기
99894,2022,서울특별시 서초구 방배본동,봉고Ⅲ 1톤 EV,전기
99895,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99896,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99897,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99898,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
99899,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99900,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99901,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99902,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99903,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99904,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99905,2022,서울특별시 강남구 대치동,TWIZY,전기
99906,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99907,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99908,2022,서울특별시 강남구 대치동,쏘울 EV,전기
99909,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99910,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99911,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99912,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99913,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99914,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99915,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99916,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99917,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99918,2022,서울특별시 강남구 대치동,니로 EV,전기
99919,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99920,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99921,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99922,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99923,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99924,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99925,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99926,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99927,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99928,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99929,2022,서울특별시 강남구 대치동,TWIZY,전기
99930,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99931,2022,서울특별시 강남구 대치동,니로 EV,전기
99932,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99933,2022,서울특별시 강남구 대치동,니로 EV,전기
99934,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99935,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99936,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99937,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99938,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99939,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99940,2022,서울특별시 강남구 대치동,쏘울 전기차,전기
99941,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99942,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99943,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99944,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99945,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99946,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99947,2022,서울특별시 서초구 서초1동,아이오닉 일렉트릭(IONIQ ELEC,전기
99948,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
99949,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99950,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99951,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99952,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99953,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99954,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
99955,2022,서울특별시 서초구 서초1동,Model S Long Range,전기
99956,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
99957,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99958,2022,서울특별시 강남구 대치동,니로 EV,전기
99959,2022,서울특별시 강남구 대치동,니로 EV,전기
99960,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99961,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99962,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99963,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99964,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99965,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99966,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99967,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99968,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99969,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
99970,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99971,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99972,2022,서울특별시 강남구 대치동,아이오닉 일렉트릭(IONIQ ELEC,전기
99973,2022,서울특별시 강남구 대치동,니로 EV,전기
99974,2022,서울특별시 서초구 서초1동,Model Y Long Range,전기
99975,2022,서울특별시 서초구 서초1동,쏘울 EV,전기
99976,2022,서울특별시 서초구 서초1동,코나 일렉트릭 (KONA ELECTRIC,전기
99977,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
99978,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
99979,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99980,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99981,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99982,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99983,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99984,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99985,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99986,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99987,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99988,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99989,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99990,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99991,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99992,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99993,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
99994,2022,서울특별시 강남구 대치동,Model 3 Standard Range Plus ,전기
99995,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99996,2022,서울특별시 강남구 대치동,니로 EV,전기
99997,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99998,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
99999,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
100000,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
100001,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
100002,2022,서울특별시 서초구 서초1동,Model S 100D,전기
100003,2022,서울특별시 서초구 서초1동,아이오닉 일렉트릭(IONIQ ELEC,전기
100004,2022,서울특별시 서초구 서초1동,아이오닉 일렉트릭(IONIQ ELEC,전기
100005,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
100006,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
100007,2022,서울특별시 서초구 서초1동,Model S 100D,전기
100008,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
100009,2022,서울특별시 강남구 대치동,Model 3 Long Range,전기
100010,2022,서울특별시 강남구 대치동,Model Y Long Range,전기
100011,2022,서울특별시 강남구 대치동,Model Y Long Range,전기
100012,2022,서울특별시 강남구 대치동,아이오닉5 (IONIQ5),전기
100013,2022,서울특별시 강남구 대치동,Model Y Long Range,전기
100014,2022,서울특별시 강남구 대치동,Model Y Long Range,전기
100015,2022,서울특별시 강남구 대치동,Model Y Long Range,전기
100016,2022,서울특별시 강남구 대치동,아이오닉5 (IONIQ5),전기
100017,2022,서울특별시 강남구 대치동,아이오닉5 (IONIQ5),전기
100018,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100019,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100020,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100021,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100022,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100023,2022,서울특별시 강남구 대치동,아이오닉5(IONIQ5),전기
100024,2022,서울특별시 서초구 서초1동,Model S Long Range,전기
100025,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
100026,2022,서울특별시 서초구 서초1동,아이오닉5 (IONIQ5),전기
100027,2022,서울특별시 서초구 서초1동,G80,전기
100028,2022,서울특별시 서초구 서초1동,EV6,전기
100029,2022,서울특별시 서초구 서초1동,EV6,전기
100030,2022,서울특별시 서초구 서초1동,EV6,전기
100031,2022,서울특별시 서초구 서초1동,EV6,전기
100032,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
100033,2022,서울특별시 서초구 서초1동,Model S 75D,전기
100034,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
100035,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
100036,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
100037,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
100038,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100039,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100040,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100041,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100042,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100043,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100044,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100045,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100046,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100047,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100048,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100049,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100050,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100051,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100052,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100053,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100054,2022,서울특별시 서초구 서초1동,TWIZY,전기
100055,2022,서울특별시 서초구 서초1동,Model X Long Range,전기
100056,2022,서울특별시 서초구 서초1동,Model 3 Long Range,전기
100057,2022,서울특별시 서초구 서초1동,Model 3 Standard Range Plus ,전기
100058,2022,서울특별시 서초구 서초1동,Model 3 Performance,전기
100059,2022,서울특별시 서초구 서초1동,Model Y Long Range,전기
100060,2022,서울특별시 서초구 서초1동,Model S 75D,전기
100061,2022,서울특별시 서초구 서초1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100062,2022,서울특별시 서초구 서초1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100063,2022,서울특별시 서초구 서초2동,Model Y Performance,전기
100064,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100065,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100066,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100067,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100068,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100069,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100070,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100071,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100072,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100073,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100074,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100075,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100076,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100077,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100078,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100079,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100080,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100081,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100082,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100083,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100084,2022,서울특별시 서초구 서초2동,타이칸 4S ,전기
100085,2022,서울특별시 서초구 서초2동,Model 3 Long Range,전기
100086,2022,서울특별시 강남구 대치동,CHEVROLET BOLT EV,전기
100087,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100088,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100089,2022,서울특별시 강남구 대치동,니로 EV,전기
100090,2022,서울특별시 강남구 대치동,니로 EV,전기
100091,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100092,2022,서울특별시 강남구 대치동,니로 EV,전기
100093,2022,서울특별시 강남구 대치동,SM3 Z.E.,전기
100094,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100095,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100096,2022,서울특별시 강남구 대치동,코나 일렉트릭 (KONA ELECTRIC,전기
100097,2022,서울특별시 강남구 대치동,봉고Ⅲ 1톤 EV,전기
100098,2022,서울특별시 강남구 도곡동,Model 3 Long Range,전기
100099,2022,서울특별시 서초구 서초2동,Model 3 Long Range,전기
100100,2022,서울특별시 서초구 서초2동,Model S 90D,전기
100101,2022,서울특별시 강남구 도곡동,Model 3 Standard Range Plus ,전기
100102,2022,서울특별시 서초구 서초2동,EV6,전기
100103,2022,서울특별시 서초구 서초3동,아이오닉5 (IONIQ5),전기
100104,2022,서울특별시 서초구 서초3동,Peugeot e-2008 SUV,전기
100105,2022,서울특별시 서초구 서초3동,아이오닉5 (IONIQ5),전기
100106,2022,서울특별시 서초구 서초3동,EV6,전기
100107,2022,서울특별시 서초구 서초3동,EV6,전기
100108,2022,서울특별시 강남구 도곡동,Model 3 Long Range,전기
100109,2022,서울특별시 강남구 도곡동,니로 EV,전기
100110,2022,서울특별시 강남구 도곡동,니로 EV,전기
100111,2022,서울특별시 강남구 도곡동,BMW i3,전기
100112,2022,서울특별시 강남구 도곡동,아이오닉5 (IONIQ5),전기
100113,2022,서울특별시 서초구 서초3동,Model Y Long Range,전기
100114,2022,서울특별시 서초구 서초3동,Model Y Long Range,전기
100115,2022,서울특별시 강남구 도곡동,Model S 100D,전기
100116,2022,서울특별시 강남구 도곡동,브이버스60,전기
100117,2022,서울특별시 강남구 도곡동,Model 3 Long Range,전기
100118,2022,서울특별시 서초구 서초3동,코나 일렉트릭 (KONA ELECTRIC,전기
100119,2022,서울특별시 서초구 서초3동,아이오닉5(IONIQ5),전기
100120,2022,서울특별시 강남구 도곡동,Model S Long Range,전기
100121,2022,서울특별시 서초구 서초3동,Model 3 Long Range,전기
100122,2022,서울특별시 서초구 서초3동,Model X 100D,전기
100123,2022,서울특별시 서초구 서초3동,CHEVROLET BOLT EV,전기
100124,2022,서울특별시 서초구 서초3동,Model S 75D,전기
100125,2022,서울특별시 강남구 도곡동,Model 3 Standard Range Plus ,전기
100126,2022,서울특별시 서초구 서초3동,CHEVROLET BOLT EV,전기
100127,2022,서울특별시 서초구 서초3동,Model Y Long Range,전기
100128,2022,서울특별시 서초구 서초3동,벤츠 EQC 400 4MATIC,전기
100129,2022,서울특별시 강남구 도곡동,CHEVROLET BOLT EV,전기
100130,2022,서울특별시 강남구 도곡동,타이칸 4S (High),전기
100131,2022,서울특별시 서초구 서초4동,Model 3 Long Range,전기
100132,2022,서울특별시 서초구 서초4동,Model 3 Long Range,전기
100133,2022,서울특별시 강남구 삼성동,쏘울 EV,전기
100134,2022,서울특별시 강남구 삼성동,아이오닉 일렉트릭(IONIQ ELEC,전기
100135,2022,서울특별시 서초구 서초4동,쏘울 EV,전기
100136,2022,서울특별시 서초구 서초4동,Model X Long Range,전기
100137,2022,서울특별시 강남구 삼성동,아이오닉 일렉트릭(IONIQ ELEC,전기
100138,2022,서울특별시 강남구 삼성동,타이칸 4S (High. 5인승),전기
100139,2022,서울특별시 강남구 삼성동,Model X Long Range,전기
100140,2022,서울특별시 강남구 삼성동,쏘울 EV,전기
100141,2022,서울특별시 강남구 삼성동,Model 3 Long Range,전기
100142,2022,서울특별시 서초구 서초4동,아이오닉5 (IONIQ5),전기
100143,2022,서울특별시 강남구 삼성동,아이오닉 일렉트릭(IONIQ ELEC,전기
100144,2022,서울특별시 강남구 삼성동,파워프라자라보ev PEACE,전기
100145,2022,서울특별시 강남구 삼성동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100146,2022,서울특별시 강남구 삼성동,Model 3 Long Range,전기
100147,2022,서울특별시 강남구 삼성동,쏘울 전기차,전기
100148,2022,서울특별시 서초구 양재1동,아이오닉 일렉트릭(IONIQ ELEC,전기
100149,2022,서울특별시 서초구 양재1동,코나 일렉트릭 (KONA ELECTRIC,전기
100150,2022,서울특별시 서초구 양재1동,아이오닉 일렉트릭(IONIQ ELEC,전기
100151,2022,서울특별시 서초구 양재1동,GV60,전기
100152,2022,서울특별시 서초구 양재1동,아이오닉5(IONIQ5),전기
100153,2022,서울특별시 서초구 양재1동,EV6,전기
100154,2022,서울특별시 서초구 양재1동,EV6,전기
100155,2022,서울특별시 서초구 양재1동,GV60,전기
100156,2022,서울특별시 서초구 양재1동,아이오닉5 (IONIQ5),전기
100157,2022,서울특별시 서초구 양재1동,아이오닉5 (IONIQ5),전기
100158,2022,서울특별시 서초구 양재1동,아이오닉5 (IONIQ5),전기
100159,2022,서울특별시 강남구 삼성동,Model 3 Long Range,전기
100160,2022,서울특별시 강남구 삼성동,BMW i3 120Ah SOL plus,전기
100161,2022,서울특별시 강남구 삼성동,Model 3 Standard Range Plus ,전기
100162,2022,서울특별시 서초구 양재1동,쏘울 전기차,전기
100163,2022,서울특별시 강남구 삼성동,Model 3 Long Range,전기
100164,2022,서울특별시 서초구 양재1동,아이오닉 일렉트릭(IONIQ ELEC,전기
100165,2022,서울특별시 강남구 삼성동,TWIZY,전기
100166,2022,서울특별시 서초구 양재1동,코나 일렉트릭 (KONA ELECTRIC,전기
100167,2022,서울특별시 강남구 세곡동,Peugeot e-208,전기
100168,2022,서울특별시 서초구 양재1동,GV60,전기
100169,2022,서울특별시 서초구 양재1동,코나 일렉트릭 (KONA ELECTRIC,전기
100170,2022,서울특별시 서초구 양재1동,아이오닉 일렉트릭(IONIQ ELEC,전기
100171,2022,서울특별시 서초구 양재1동,CHEVROLET BOLT EV,전기
100172,2022,서울특별시 서초구 양재1동,EV6,전기
100173,2022,서울특별시 서초구 양재1동,EV6,전기
100174,2022,서울특별시 서초구 양재1동,EV6,전기
100175,2022,서울특별시 서초구 양재1동,G80,전기
100176,2022,서울특별시 서초구 양재1동,G80,전기
100177,2022,서울특별시 강남구 세곡동,Model 3 Standard Range Plus ,전기
100178,2022,서울특별시 강남구 세곡동,Model S 100D,전기
100179,2022,서울특별시 강남구 세곡동,Model 3 Standard Range Plus ,전기
100180,2022,서울특별시 강남구 세곡동,Model 3 Long Range,전기
100181,2022,서울특별시 강남구 세곡동,Model Y Performance,전기
100182,2022,서울특별시 서초구 양재1동,G80,전기
100183,2022,서울특별시 서초구 양재1동,EV6,전기
100184,2022,서울특별시 서초구 양재1동,EV6,전기
100185,2022,서울특별시 서초구 양재1동,Model Y Long Range,전기
100186,2022,서울특별시 서초구 양재1동,Model Y Long Range,전기
100187,2022,서울특별시 강남구 세곡동,코나 일렉트릭 (KONA ELECTRIC,전기
100188,2022,서울특별시 강남구 세곡동,BMW i3 94Ah,전기
100189,2022,서울특별시 서초구 양재1동,GV60,전기
100190,2022,서울특별시 서초구 양재1동,GV60,전기
100191,2022,서울특별시 서초구 양재1동,GV60,전기
100192,2022,서울특별시 서초구 양재1동,레이 전기차,전기
100193,2022,서울특별시 서초구 양재1동,아이오닉5 (IONIQ5),전기
100194,2022,서울특별시 서초구 양재1동,아이오닉5 (IONIQ5),전기
100195,2022,서울특별시 서초구 양재1동,EV6,전기
100196,2022,서울특별시 서초구 양재1동,EV6,전기
100197,2022,서울특별시 서초구 양재1동,아이오닉5 (IONIQ5),전기
100198,2022,서울특별시 강남구 세곡동,Model Y Standard Range,전기
100199,2022,서울특별시 강남구 세곡동,Model S 90D,전기
100200,2022,서울특별시 강남구 세곡동,아이오닉 일렉트릭(IONIQ ELEC,전기
100201,2022,서울특별시 강남구 세곡동,LEAF,전기
100202,2022,서울특별시 강남구 세곡동,Model Y Long Range,전기
100203,2022,서울특별시 강남구 세곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100204,2022,서울특별시 강남구 세곡동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100205,2022,서울특별시 강남구 수서동,아이오닉 일렉트릭(IONIQ ELEC,전기
100206,2022,서울특별시 강남구 수서동,CEVO-C,전기
100207,2022,서울특별시 서초구 양재1동,GV60,전기
100208,2022,서울특별시 서초구 양재1동,GV60,전기
100209,2022,서울특별시 서초구 양재1동,GV60,전기
100210,2022,서울특별시 서초구 양재1동,쏘울 전기차,전기
100211,2022,서울특별시 서초구 양재1동,쏘울 전기차,전기
100212,2022,서울특별시 서초구 양재1동,Model 3 Long Range,전기
100213,2022,서울특별시 서초구 양재1동,EV6,전기
100214,2022,서울특별시 서초구 양재1동,EV6,전기
100215,2022,서울특별시 서초구 양재1동,EV6,전기
100216,2022,서울특별시 서초구 양재1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100217,2022,서울특별시 서초구 양재1동,니로 EV,전기
100218,2022,서울특별시 서초구 양재1동,일진무시동전기냉동탑차,전기
100219,2022,서울특별시 서초구 양재1동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100220,2022,서울특별시 서초구 양재2동,아이오닉5 (IONIQ5),전기
100221,2022,서울특별시 강남구 수서동,니로 EV,전기
100222,2022,서울특별시 강남구 수서동,일진무시동전기냉동탑차,전기
100223,2022,서울특별시 서초구 양재2동,아이오닉5 (IONIQ5),전기
100224,2022,서울특별시 서초구 양재2동,아이오닉5 (IONIQ5),전기
100225,2022,서울특별시 서초구 양재2동,아이오닉5 (IONIQ5),전기
100226,2022,서울특별시 서초구 양재2동,Model Y Long Range,전기
100227,2022,서울특별시 서초구 양재2동,아이오닉5(IONIQ5),전기
100228,2022,서울특별시 강남구 신사동,Model Y Standard Range,전기
100229,2022,서울특별시 서초구 양재2동,BMW i3 120Ah SOL plus,전기
100230,2022,서울특별시 서초구 양재2동,아이오닉5 (IONIQ5),전기
100231,2022,서울특별시 강남구 신사동,TWIZY,전기
100232,2022,서울특별시 강남구 신사동,포터Ⅱ 일렉트릭 (PORTERⅡ EL,전기
100233,2022,서울특별시 강남구 압구정동,e-tron Sportback 55 quattro,전기
100234,2022,서울특별시 강남구 압구정동,벤츠 EQC 400 4MATIC,전기
100235,2022,서울특별시 서초구 양재2동,Model Y Long Range,전기
100236,2022,서울특별시 서초구 양재2동,BMW i3 94Ah,전기
100237,2022,서울특별시 서초구 양재2동,아이오닉5 (IONIQ5),전기
100238,2022,서울특별시 서초구 양재2동,GV60,전기
100239,2022,서울특별시 서초구 양재2동,코나 일렉트릭 (KONA ELECTRIC,전기
100240,2022,서울특별시 서초구 잠원동,아이오닉5(IONIQ5),전기
100241,2022,서울특별시 서초구 잠원동,CHEVROLET BOLT EV,전기
100242,2022,서울특별시 강남구 압구정동,Model 3 Long Range,전기
100243,2022,서울특별시 강남구 압구정동,아이오닉5 (IONIQ5),전기
100244,2022,서울특별시 강남구 역삼동,Model 3 Performance,전기
100245,2022,서울특별시 서초구 잠원동,아이오닉5 (IONIQ5),전기
100246,2022,서울특별시 서초구 잠원동,Model 3 Long Range,전기
